index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class,wnsynsetid,wnsynsetkey,active
779,s__1097,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
780,s__1098,dining_table,table,2,table,n04379243,table.n.02,1
781,s__1099,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
782,s__1100,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
783,s__1101,chair,chair,2,chair,n03001627,chair.n.01,1
784,s__1102,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
785,s__1103,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
786,s__1104,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
787,s__1105,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
788,s__1106,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
789,s__1107,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
790,s__1108,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
791,s__1109,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
792,s__1110,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,1
793,s__1111,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
794,s__1112,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
795,s__1113,armchair,chair,2,chair,n02738535,armchair.n.01,1
796,s__1114,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
797,s__1115,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
798,s__1116,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
799,s__1117,chair,chair,2,chair,n03001627,chair.n.01,1
800,s__1118,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
801,s__1119,dining_table,table,2,table,n04379243,table.n.02,1
802,s__1120,dining_table,table,2,table,n04379243,table.n.02,1
803,s__1121,chair,chair,2,chair,n03001627,chair.n.01,1
804,s__1122,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
805,s__1123,chair,chair,2,chair,n03001627,chair.n.01,1
806,s__1124,chair,chair,2,chair,n03001627,chair.n.01,1
807,s__1125,armchair,chair,2,chair,n02738535,armchair.n.01,1
808,s__1126,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
809,s__1127,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
810,s__1128,candle,candle,2,lamp,n02948072,candle.n.01,1
811,s__1129,ceiling_fan,fan,2,otherprop,n03320046,fan.n.01,1
812,s__1130,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
813,s__1131,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
814,s__1132,sink,sink,2,sink,n04223580,sink.n.01,1
815,s__1133,chair,chair,2,chair,n03001627,chair.n.01,1
816,s__1134,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
817,s__1135,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
818,s__1136,toilet,toilet,2,toilet,n04446276,toilet.n.01,1
819,s__1137,toy,toy,2,otherprop,n03964744,plaything.n.01,1
820,s__1138,toilet,toilet,2,toilet,n04446276,toilet.n.01,1
821,s__1139,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
822,s__1140,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
823,s__1141,range_oven_with_hood,kitchen_appliance,2,refridgerator,n04330340,stove.n.01,1
824,s__1142,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
825,s__1143,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
826,s__1144,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
827,s__1145,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
828,s__1146,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
829,s__1147,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
830,s__1148,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
831,s__1149,chair,chair,2,chair,n03001627,chair.n.01,1
832,s__1150,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
833,s__1151,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
834,s__1152,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
835,s__1153,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
836,s__1154,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
837,s__1155,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
838,s__1156,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
839,s__1157,kitchen_cabinet,kitchen_cabinet,2,counter,n02933112,cabinet.n.01,1
840,s__1158,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
841,s__1159,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
842,s__1160,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
843,s__1161,dining_table,table,2,table,n04379243,table.n.02,1
844,s__1162,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
845,s__1163,chair,chair,2,chair,n03001627,chair.n.01,1
846,s__1164,chair,chair,2,chair,n03001627,chair.n.01,1
847,s__1165,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
848,s__1166,armchair,chair,2,chair,n02738535,armchair.n.01,1
849,s__1167,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
850,s__1168,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
851,s__1169,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
852,s__1170,dining_table,table,2,table,n04379243,table.n.02,1
853,s__1171,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
854,s__1172,armchair,chair,2,chair,n02738535,armchair.n.01,1
855,s__1173,chair,chair,2,chair,n03001627,chair.n.01,1
856,s__1174,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
857,s__1175,chair,chair,2,chair,n03001627,chair.n.01,1
858,s__1176,armchair,chair,2,chair,n02738535,armchair.n.01,1
859,s__1177,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
860,s__1178,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
861,s__1179,dining_table,table,2,table,n04379243,table.n.02,1
862,s__1180,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
863,s__1183,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
864,s__1184,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
865,s__1185,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
866,s__1186,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
867,s__1187,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
868,s__1188,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
869,s__1189,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
870,s__1190,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
871,s__1192,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
872,s__1193,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
873,s__1195,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
874,s__1196,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
875,s__1197,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
876,s__1198,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
877,s__1199,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
878,s__1200,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
879,s__1201,workplace,workplace,2,desk,-,-,1
880,s__1202,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
881,s__1203,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
882,s__1204,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
883,s__1205,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
884,s__1206,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
885,s__1207,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
886,s__1208,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
887,s__1209,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
888,s__1210,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
889,s__1211,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
890,s__1212,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
891,s__1213,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
892,s__1214,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
893,s__1215,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
894,s__1216,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
895,s__1217,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
896,s__1218,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
897,s__1219,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
898,s__1220,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
899,s__1221,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
900,s__1222,desk,desk,2,desk,n03179701,desk.n.01,1
901,s__1223,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
902,s__1224,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
903,s__1225,desk,desk,2,desk,n03179701,desk.n.01,1
904,s__1226,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
905,s__1227,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
906,s__1228,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
907,s__1230,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
908,s__1231,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
909,s__1232,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
910,s__1234,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
911,s__1235,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
912,s__1237,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
913,s__1239,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
914,s__1240,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
915,s__1241,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
916,s__1242,stand,stand,2,night_stand,n04301000,stand.n.04,1
917,s__1243,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,1
918,s__1244,dressing_table,dressing_table,2,desk,n03238586,dressing_table.n.01,1
919,s__1245,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
920,s__1246,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
921,s__1247,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
922,s__1248,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
923,s__1249,sink,sink,2,sink,n04223580,sink.n.01,1
924,s__1250,toilet,toilet,2,toilet,n04446276,toilet.n.01,1
925,s__1251,toilet,toilet,2,toilet,n04446276,toilet.n.01,1
926,s__1252,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
927,s__1253,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
928,s__1254,chair,chair,2,chair,n03001627,chair.n.01,1
929,s__1255,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
930,s__1256,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
931,s__1257,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
932,s__1258,workplace,workplace,2,desk,-,-,1
933,s__1259,workplace,workplace,2,desk,-,-,1
934,s__1260,workplace,workplace,2,desk,-,-,1
935,s__1261,workplace,workplace,2,desk,-,-,1
936,s__1262,workplace,workplace,2,desk,-,-,1
937,s__1265,workplace,workplace,2,desk,-,-,1
938,s__1268,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
939,s__1269,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
940,s__1270,sink,sink,2,sink,n04223580,sink.n.01,1
941,s__1271,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
942,s__1272,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
943,s__1273,sink,sink,2,sink,n04223580,sink.n.01,1
944,s__1274,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
945,s__1275,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
946,s__1276,window,window,2,window,n04587648,window.n.01,1
947,s__1277,sink,sink,2,sink,n04223580,sink.n.01,1
948,s__1278,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
949,s__1279,sink,sink,2,sink,n04223580,sink.n.01,1
950,s__1280,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
951,s__1281,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
952,s__1282,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
953,s__1283,sink,sink,2,sink,n04223580,sink.n.01,1
954,s__1284,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
955,s__1285,shower,shower,2,shower_curtain,n04208936,shower.n.01,1
956,s__1286,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
957,s__1287,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
958,s__1288,armchair,chair,2,chair,n02738535,armchair.n.01,1
959,s__1289,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
960,s__1290,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
961,s__1291,vase,vase,2,otherprop,n04522168,vase.n.01,1
962,s__1292,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
963,s__1293,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
964,s__1294,dresser,dresser,2,dresser,n03015254,chest_of_drawers.n.01,1
965,s__1295,dining_table,table,2,table,n04379243,table.n.02,1
966,s__1296,floor_lamp,indoor_lamp,2,lamp,n03367059,floor_lamp.n.01,1
967,s__1297,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
968,s__1298,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
969,s__1299,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
970,s__1300,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
971,s__1301,vase,vase,2,otherprop,n04522168,vase.n.01,1
972,s__1302,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
973,s__1303,armchair,chair,2,chair,n02738535,armchair.n.01,1
974,s__1304,desk,desk,2,desk,n03179701,desk.n.01,1
975,s__1305,chair,chair,2,chair,n03001627,chair.n.01,1
976,s__1306,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
977,s__1307,stand,stand,2,night_stand,n04301000,stand.n.04,1
978,s__1308,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
979,s__1309,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,1
980,s__1310,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
981,s__1311,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
982,s__1312,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
983,s__1313,fireplace,fireplace,2,otherstructure,n03346455,fireplace.n.01,1
984,s__1314,chair,chair,2,chair,n03001627,chair.n.01,1
985,s__1315,stand,stand,2,night_stand,n04301000,stand.n.04,1
986,s__1316,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
987,s__1317,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
988,s__1318,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
989,s__1319,bathtub,bathtub,2,bathtub,n02808440,bathtub.n.01,1
990,s__1320,sink,sink,2,sink,n04223580,sink.n.01,1
991,s__1321,toilet_paper,bathroom_stuff,2,otherprop,n15075141,toilet_tissue.n.01,1
992,s__1322,shower,shower,2,shower_curtain,n04208936,shower.n.01,1
993,s__1323,sink,sink,2,sink,n04223580,sink.n.01,1
994,s__1324,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
995,s__1325,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
996,s__1326,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02,1
997,s__1327,towel_hanger,bathroom_stuff,2,otherprop,n03490884,hanger.n.02,1
998,s__1328,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
999,s__1329,wall_lamp,indoor_lamp,2,lamp,n03636649,lamp.n.02,1
1000,s__1330,sofa,sofa,2,sofa,n04256520,sofa.n.01,1
1001,s__1331,ottoman,ottoman,2,otherprop,n03380724,footstool.n.01,1
1002,s__1332,coffee_table,table,2,table,n03063968,coffee_table.n.01,1
1003,s__1333,chandelier,indoor_lamp,2,lamp,n03005285,chandelier.n.01,1
1004,s__1334,chair,chair,2,chair,n03001627,chair.n.01,1
1005,s__1335,plant,plant,2,otherprop,n00017222,plant.n.02,0
1006,s__1336,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
1007,s__1337,armchair,chair,2,chair,n02738535,armchair.n.01,1
1008,s__1338,desk,desk,2,desk,n03179701,desk.n.01,1
1009,s__1339,mirror,mirror,2,mirror,n03773035,mirror.n.01,1
1010,s__1340,armchair,chair,2,chair,n02738535,armchair.n.01,1
1011,s__1341,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
1012,s__1342,table_lamp,indoor_lamp,2,lamp,n04380533,table_lamp.n.01,1
1013,s__1343,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1014,s__1344,tricycle,toy,2,otherprop,n04482393,tricycle.n.01,1
1015,s__1345,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1016,s__1346,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1017,s__1347,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1018,s__1348,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1019,s__1349,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1020,s__1350,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1021,s__1351,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1022,s__1352,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1023,s__1353,desk,desk,2,desk,n03179701,desk.n.01,1
1024,s__1354,desk,desk,2,desk,n03179701,desk.n.01,1
1025,s__1355,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1026,s__1356,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1027,s__1357,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1028,s__1358,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1029,s__1359,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1030,s__1360,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1031,s__1361,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1032,s__1362,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1033,s__1363,desk,desk,2,desk,n03179701,desk.n.01,1
1034,s__1364,desk,desk,2,desk,n03179701,desk.n.01,1
1035,s__1365,desk,desk,2,desk,n03179701,desk.n.01,1
1036,s__1366,desk,desk,2,desk,n03179701,desk.n.01,1
1037,s__1367,desk,desk,2,desk,n03179701,desk.n.01,1
1038,s__1368,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
1039,s__1369,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1040,s__1370,stand,stand,2,night_stand,n04301000,stand.n.04,1
1041,s__1371,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1042,s__1372,desk,desk,2,desk,n03179701,desk.n.01,1
1043,s__1374,desk,desk,2,desk,n03179701,desk.n.01,1
1044,s__1377,desk,desk,2,desk,n03179701,desk.n.01,1
1045,s__1378,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1046,s__1379,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1047,s__1382,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1048,s__1384,stand,stand,2,night_stand,n04301000,stand.n.04,1
1049,s__1392,desk,desk,2,desk,n03179701,desk.n.01,1
1050,s__1393,desk,desk,2,desk,n03179701,desk.n.01,1
1051,s__1394,desk,desk,2,desk,n03179701,desk.n.01,1
1052,s__1396,table,table,2,chair,n04379243,table.n.02,1
1053,s__1398,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1054,s__1399,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1055,s__1400,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1056,s__1401,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1057,s__1402,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1058,s__1403,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1059,s__1404,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1060,s__1405,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1061,s__1406,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1062,s__1407,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1063,s__1408,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1064,s__1410,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1065,s__1411,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1066,s__1412,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1067,s__1413,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1068,s__1414,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1069,s__1415,stand,stand,2,night_stand,n04301000,stand.n.04,1
1070,s__1416,stand,stand,2,night_stand,n04301000,stand.n.04,1
1071,s__1418,desk,desk,2,desk,n03179701,desk.n.01,1
1072,s__1419,desk,desk,2,desk,n03179701,desk.n.01,1
1073,s__1422,desk,desk,2,desk,n03179701,desk.n.01,1
1074,s__1423,desk,desk,2,desk,n03179701,desk.n.01,1
1075,s__1426,desk,desk,2,desk,n03179701,desk.n.01,1
1076,s__1427,desk,desk,2,desk,n03179701,desk.n.01,1
1077,s__1428,desk,desk,2,desk,n03179701,desk.n.01,1
1078,s__1429,desk,desk,2,desk,n03179701,desk.n.01,1
1079,s__1431,table,table,2,chair,n04379243,table.n.02,1
1080,s__1432,table,table,2,chair,n04379243,table.n.02,1
1081,s__1433,table,table,2,chair,n04379243,table.n.02,1
1082,s__1434,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1083,s__1435,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1084,s__1438,table,table,2,chair,n04379243,table.n.02,1
1085,s__1439,table,table,2,chair,n04379243,table.n.02,1
1086,s__1443,stand,stand,2,night_stand,n04301000,stand.n.04,1
1087,s__1445,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1088,s__1446,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1089,s__1448,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1090,s__1452,desk,desk,2,desk,n03179701,desk.n.01,1
1091,s__1461,desk,desk,2,desk,n03179701,desk.n.01,1
1092,s__1462,toy,toy,2,otherprop,n03964744,plaything.n.01,1
1093,s__1465,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1094,s__1467,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1095,s__1473,desk,desk,2,desk,n03179701,desk.n.01,1
1096,s__1474,desk,desk,2,desk,n03179701,desk.n.01,1
1097,s__1476,desk,desk,2,desk,n03179701,desk.n.01,1
1098,s__1486,stand,stand,2,night_stand,n04301000,stand.n.04,1
1099,s__1487,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1100,s__1490,partition,partition,1,otherstructure,n03894379,partition.n.01,1
1101,s__1491,partition,partition,1,otherstructure,n03894379,partition.n.01,1
1102,s__1492,partition,partition,1,otherstructure,n03894379,partition.n.01,1
1103,s__1493,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1104,s__1494,stand,stand,2,night_stand,n04301000,stand.n.04,1
1105,s__1495,desk,desk,2,desk,n03179701,desk.n.01,1
1106,s__1496,desk,desk,2,desk,n03179701,desk.n.01,1
1107,s__1497,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1108,s__1498,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1109,s__1499,desk,desk,2,desk,n03179701,desk.n.01,1
1110,s__1500,wood_board,wood_board,2,otherprop,n15101854,board.n.02,1
1111,s__1501,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
1112,s__1502,double_bed,bed,2,bed,n03225988,double_bed.n.01,1
1113,s__1503,single_bed,bed,2,bed,n04222210,single_bed.n.01,1
1114,s__1504,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
1115,s__1505,chair,chair,2,chair,n03001627,chair.n.01,1
1116,s__1506,chair,chair,2,chair,n03001627,chair.n.01,1
1117,s__1507,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
1118,s__1508,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
1119,s__1509,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1120,s__1510,desk,desk,2,desk,n03179701,desk.n.01,1
1121,s__1511,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1122,s__1512,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1123,s__1513,wardrobe_cabinet,wardrobe_cabinet,2,cabinet,n02933112,cabinet.n.01,1
1124,s__1514,bookshelf,shelving,2,bookshelf,n02871439,bookshelf.n.01,1
1125,s__1515,stand,stand,2,night_stand,n04301000,stand.n.04,1
1126,s__1516,desk,desk,2,desk,n03179701,desk.n.01,1
1127,s__1517,tv_stand,tv_stand,2,cabinet,n03290653,entertainment_center.n.01,1
1128,s__1518,shelving,shelving,2,shelves,n04190052,shelf.n.01,1
1129,s__1519,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
1130,s__1520,office_chair,chair,2,chair,n04373704,swivel_chair.n.01,1
